,TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,OXXO,Seven-Eleven,Supers,Farmacias,Abarrotes,Cafeterías,Usados,Otros,PORCENTAJE_CUMPLIMIENTO
19,726,1,C,Hogar,113.96,13.0,8.758326209004759,25.72278,-100.15421,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0894998620019427
20,135,1,BC,Hogar,124.5,12.0,7.0,25.69272,-100.25433,Clásico,UT_DENSIDAD,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,3.769076990281828
21,663,1,C,Base,115.76,13.0,8.841293337733118,25.71882,-100.16863,Hogar Reunión,UT_TRAFICO_VEHICULAR,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.94627483234127
22,639,1,C,Hogar,113.85,13.0,8.75325599558247,25.71143,-100.15224,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.296437417881438
23,642,1,C,Receso,88.39,13.0,7.579732052569115,25.70438,-100.22197,Oficinistas,UT_TRAFICO_PEATONAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1838724612403102
24,299,1,C,Hogar,94.0,10.0,9.0,25.68426,-100.21374,Hogar Reunión,UT_TRAFICO_VEHICULAR,2.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.835189635568513
25,298,1,C,Peatonal,103.3,13.0,5.0,25.67933,-100.24593,Oficinistas,UT_TRAFICO_PEATONAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.243414842403628
26,644,1,C,Base,105.69,13.0,8.37713834534724,25.7036,-100.15854,Hogar Reunión,UT_TRAFICO_PEATONAL,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.2811556081349205
27,296,1,C,Hogar,86.0,13.0,5.0,25.66105,-100.25257,Clásico,UT_GAS_URBANA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6985096384839653
28,652,1,C,Base,113.23,14.0,8.583631246153049,25.65635,-100.26234,Clásico,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6279820744047615
29,653,1,C,Hogar,112.09,13.0,8.672132580825853,25.69885,-100.12075,Clásico,UT_DENSIDAD,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5088354776482025
30,292,1,C,Hogar,114.0,13.0,11.0,25.72188,-100.20232,Hogar Reunión,UT_GAS_URBANA,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.867922341107872
31,291,1,C,Hogar,108.91,13.0,10.0,25.68419,-100.24388,Hogar Reunión,UT_DENSIDAD,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.7301387755102047
32,731,1,C,Base,117.97,15.0,8.661064168936964,25.67493,-100.20706,Hogar Reunión,UT_GAS_URBANA,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7193928373015874
33,289,1,C,Hogar,114.04,13.0,9.0,25.70314,-100.23122,Hogar Reunión,UT_GAS_URBANA,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4678792419825075
34,288,1,D,Base,104.0,13.0,11.0,25.67442,-100.20493,Hogar Reunión,UT_TRAFICO_VEHICULAR,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7709740843253967
35,667,1,C,Hogar,122.19,13.0,9.137670358690537,25.73719,-100.15527,Hogar Reunión,UT_DENSIDAD,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.053706633624879
36,668,1,C,Hogar,93.08,13.0,7.795907515755786,25.72812,-100.18563,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.1232920573372205
37,285,1,A,Hogar,130.46,13.0,7.0,25.64192,-100.26826,Clásico,UT_DENSIDAD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.357422850340137
38,671,1,C,Base,114.21,13.0,8.769849421328141,25.67863,-100.26725,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.281534358134921
39,674,1,C,Hogar,114.34,13.0,8.775841491736301,25.69528,-100.20643,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,2.0497962857142857
40,281,1,BC,Hogar,121.54,13.0,8.0,25.69659,-100.25507,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.7396739591836736
41,677,1,C,Hogar,110.81,13.0,8.613133733730129,25.68325,-100.23067,Parada Técnica,UT_DENSIDAD,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,1.1658728309037902
42,834,1,C,Hogar,101.33,13.0,8.176173522427435,25.70647,-100.22508,Hogar Reunión,UT_DENSIDAD,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.2500607159863946
43,792,1,C,Peatonal,87.25,9.357178050838671,6.728677801246499,25.67762,-100.25978,Oficinistas,UT_TRAFICO_PEATONAL,2.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,1.6681946428571428
44,164,1,CD,Base,18.72,12.0,9.0,25.73369,-100.19908,Hogar Reunión,UT_GAS_URBANA,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.213719305555556
45,231,1,CD,Hogar,116.5,13.0,9.0,25.70295,-100.25852,Hogar Reunión,UT_GAS_URBANA,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.375717223517979
46,823,1,C,Hogar,108.66,11.43970905794819,8.300448554669824,25.66404,-100.23363,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.5155212911564626
47,824,1,C,Hogar,97.92,10.395039136586387,7.51199372553547,25.7371,-100.16613,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.1691956577708007
48,182,1,BC,Hogar,111.9,13.0,5.0,25.68312,-100.2139,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,3.2122757764820213
49,223,1,BC,Hogar,128.96,12.0,9.0,25.66976,-100.23605,Hogar Reunión,UT_GAS_URBANA,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.818695293488824
50,828,1,C,Hogar,117.39685887587756,12.0,9.05778801,25.6678,-100.2209,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0795103653061224
51,832,1,C,Hogar,66.04,7.2941008597694115,5.171589633095695,25.66925,-100.237,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0120831897959184
52,245,1,D,Hogar,116.0,10.0,8.0,25.73065,-100.18657,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.880231619047619
53,188,1,BC,Receso,95.3,13.0,7.0,25.68763,-100.24615,Parada Técnica,UT_GAS_URBANA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5289610299003324
54,191,1,CD,Receso,131.5,11.0,9.848889151348194,25.69273,-100.24576,Clásico,UT_GAS_URBANA,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.906468900885936
55,847,1,C,Hogar,100.4,13.0,8.133307172584448,25.71567,-100.1601,Hogar Reunión,UT_GAS_URBANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5108959981447124
56,193,1,CD,Hogar,95.54,10.0,9.0,25.73871,-100.18913,Hogar Reunión,UT_DENSIDAD,1.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,2.0851453104956272
57,212,1,CD,Base,134.24,12.0,10.0,25.69344,-100.1831,Parada Técnica,UT_CARRETERA_GAS,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.699666742063491
58,211,1,C,Hogar,127.62,12.0,11.0,25.74447,-100.17476,Hogar Reunión,UT_DENSIDAD,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.6340609893100093
59,199,1,CD,Base,113.0,11.0,11.0,25.72332,-100.19058,Hogar Reunión,UT_TRAFICO_VEHICULAR,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.484155773809524
60,873,1,C,Receso,58.12,6.523729744575231,4.59015925630388,25.69741,-100.13975,Parada Técnica,UT_TRAFICO_VEHICULAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3553557751937984
61,254,1,C,Hogar,113.0,12.0,7.0,25.66872,-100.2344,Hogar Reunión,UT_GAS_URBANA,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.9875545898931
62,735,1,C,Hogar,83.57,12.0,7.498611701841717,25.71611,-100.18296,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,9.0,3.0,0.0,1.0,2.642277840621963
63,746,1,C,Hogar,104.1,15.0,8.021756349235657,25.6867,-100.19352,Hogar Reunión,UT_DENSIDAD,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.383196628765792
64,141,1,BC,Hogar,98.5,11.0,6.0,25.68098,-100.23912,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.72193533819242
65,259,1,C,Base,99.08,10.0,8.49560616011928,25.67765,-100.2596,Oficinistas,UT_TRAFICO_PEATONAL,2.0,1.0,0.0,0.0,1.0,6.0,0.0,2.0,1.3285285426587303
66,753,1,C,Hogar,103.64,14.0,8.141600821428066,25.72788,-100.18008,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.5186345034013602
67,754,1,C,Hogar,119.75,15.0,8.743109440679453,25.71732,-100.19217,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.6679649883381924
68,145,1,BC,Hogar,112.5,13.0,6.0,25.66404,-100.21449,Hogar Reunión,UT_DENSIDAD,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.171825851311953
69,765,1,C,Hogar,94.42,13.0,7.85767193380912,25.69325,-100.23738,Oficinistas,UT_DENSIDAD,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.3975797988338194
70,766,1,C,Base,118.52,15.0,8.686415236048406,25.72372,-100.14054,Hogar Reunión,UT_TRAFICO_VEHICULAR,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1055215109126983
71,395,1,C,Hogar,79.55,10.0,4.0,25.67661,-100.24879,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.4206937657920307
72,253,1,C,Hogar,117.0,12.0,11.0,25.72968,-100.17269,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,1.8319468824101075
73,769,1,C,Base,108.8,15.0,8.238392740915264,25.69461,-100.17078,Oficinistas,UT_TRAFICO_VEHICULAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.114249921626984
74,152,1,BC,Hogar,102.1,13.0,8.0,25.66861,-100.24023,Hogar Reunión,UT_DENSIDAD,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.2035905383867838
75,783,1,C,Hogar,114.47,14.0,8.64078637927703,25.6989,-100.1506,Hogar Reunión,UT_DENSIDAD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6463500728862972
76,789,1,C,Hogar,100.7,10.66544717954596,7.716081660823506,25.71404,-100.17443,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5937061681243927
77,248,1,CD,Base,100.28,13.0,7.0,25.70751,-100.19946,Oficinistas,UT_GAS_URBANA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8167138779761904
78,156,1,BC,Hogar,115.0,11.0,9.088357138004898,25.67567,-100.22221,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.378661865889213
79,247,1,D,Hogar,104.6,13.0,10.0,25.69494,-100.21911,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.9281067570456756
80,474,1,C,Hogar,115.79,13.0,11.0,25.71698,-100.13154,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5659205422740523
81,453,1,C,Base,107.02,13.0,8.0,25.74442,-100.16092,Hogar Reunión,UT_GAS_URBANA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890969931547619
82,455,1,C,Hogar,119.51,13.0,7.0,25.73055,-100.18982,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.9723029368318756
83,366,1,C,Hogar,100.0,10.0,7.0,25.66606,-100.26935,Hogar Reunión,UT_GAS_URBANA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8822105683673465
84,365,1,C,Base,97.54,13.0,5.0,25.6751,-100.21091,Oficinistas,UT_TRAFICO_PEATONAL,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,2.7503990575396826
85,456,1,C,Hogar,127.9,13.0,10.0,25.74066,-100.1661,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.129343366375122
86,457,1,C,Hogar,81.3,10.0,7.0,25.73088,-100.15723,Hogar Reunión,UT_DENSIDAD,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.6680320077745383
87,458,1,C,Hogar,101.46,13.0,5.0,25.70524,-100.20732,Hogar Reunión,UT_DENSIDAD,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6628475996112728
88,361,1,C,Hogar,93.0,12.0,5.0,25.71936,-100.16773,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.9200374965986395
89,464,1,C,Hogar,138.92,13.0,6.0,25.70318,-100.24274,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.1741952215743434
90,358,1,C,Base,93.0,10.0,11.0,25.70128,-100.16365,Hogar Reunión,UT_GAS_URBANA,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.599979471230159
91,447,1,C,Hogar,83.9,13.0,5.0,25.73034,-100.16336,Hogar Reunión,UT_TRAFICO_VEHICULAR,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.2315068294460645
92,356,1,C,Hogar,77.0,10.0,8.0,25.66098,-100.26814,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.659831206025267
93,355,1,C,Hogar,90.0,10.0,6.0,25.66743,-100.25439,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4873006506316813
94,484,1,C,Hogar,115.75,13.0,10.0,25.71093,-100.13501,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,3.3272444859086496
95,493,1,C,Base,119.41,13.0,9.0,25.68103,-100.25271,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,3.128069166666667
96,352,1,C,Base,105.0,10.0,8.0,25.74532,-100.17814,Parada Técnica,UT_GAS_URBANA,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.428877993055555
97,351,1,C,Base,93.0,10.0,7.0,25.67929,-100.26519,Oficinistas,UT_GAS_URBANA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.872980849206349
98,495,1,C,Base,115.7,13.0,11.0,25.66923,-100.23264,Hogar Reunión,UT_TRAFICO_VEHICULAR,3.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.5748146845238096
99,503,1,C,Hogar,81.59,11.0,8.0,25.67292,-100.25155,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.1105190466472306
100,348,1,C,Hogar,100.0,10.0,11.0,25.69414,-100.1901,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.9367921263362486
101,506,1,C,Hogar,105.66,13.0,8.0,25.70051,-100.18745,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,1.9280061078717203
102,401,1,C,Hogar,92.52,12.0,9.0,25.71205,-100.16304,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.2070659737609333
103,389,1,BC,Base,98.08,12.0,9.0,25.74648,-100.19411,Hogar Reunión,UT_GAS_URBANA,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.9254329305555555
104,402,1,C,Hogar,103.27,13.0,9.0,25.72369,-100.16661,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.924894469873664
105,404,1,C,Base,112.87,13.0,9.0,25.67993,-100.25752,Oficinistas,UT_DENSIDAD,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.498366979166667
106,406,1,C,Hogar,76.69,10.0,5.0,25.6645,-100.26545,Clásico,UT_DENSIDAD,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.857096192905734
107,407,1,C,Base,118.47,13.0,7.0,25.73733,-100.20671,Oficinistas,UT_GAS_URBANA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85263280625
108,409,1,C,Hogar,95.68,13.0,7.0,25.66723,-100.22505,Hogar Reunión,UT_TRAFICO_VEHICULAR,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.487772970845481
109,411,1,C,Hogar,109.85,13.0,9.0,25.70931,-100.1846,Hogar Reunión,UT_TRAFICO_VEHICULAR,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6291406861030124
110,417,1,C,Base,95.22,12.0,8.0,25.66245,-100.23941,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.8133649900793651
111,423,1,C,Base,85.18,12.0,6.0,25.6728,-100.23769,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.1282155138888883
112,635,1,C,Base,120.27,14.0,8.908124905179521,25.6638,-100.25769,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1912167847222217
113,425,1,C,Hogar,116.15,13.0,7.0,25.73241,-100.17578,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.4473931904761894
114,427,1,C,Hogar,122.63,13.0,9.0,25.73371,-100.18386,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.16413190281827
115,431,1,C,Hogar,119.24,13.0,8.0,25.66744,-100.2239,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.017340931000972
116,433,1,C,Base,127.4,13.0,10.0,25.70933,-100.23586,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6918194007936511
117,438,1,C,Hogar,117.61,13.0,7.0,25.69605,-100.21036,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0635843236151605
118,374,1,C,Base,107.92,13.0,11.0,25.72258,-100.14044,Hogar Reunión,UT_CARRETERA_GAS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.780782779761906
119,439,1,C,Hogar,115.55,13.0,8.831613839381477,25.71549,-100.20702,Hogar Reunión,UT_DENSIDAD,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.3234393479105933
120,372,1,CD,Hogar,80.56,12.0,11.0,25.65999,-100.23217,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.1659022653061224
121,441,1,CD,Hogar,111.48,13.0,8.0,25.72353,-100.17124,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.7529186754130222
122,446,1,C,Hogar,126.8,13.0,9.0,25.68774,-100.18129,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.415201328474246
123,612,1,C,Hogar,101.06,12.0,8.304775635985612,25.74353,-100.17685,Hogar Reunión,UT_DENSIDAD,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.7338697959183667
124,587,1,C,Hogar,91.25,13.0,7.71155760154862,25.72789,-100.1931,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.5733626326530614
125,346,1,C,Hogar,90.0,10.0,4.0,25.74205,-100.19846,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0349346394557823
126,322,1,C,Base,100.0,10.0,9.0,25.65836,-100.22371,Hogar Reunión,UT_DENSIDAD,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.7017318015873018
127,321,1,C,Hogar,102.0,10.0,9.0,25.70853,-100.15266,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.8266719115646253
128,591,1,C,Hogar,86.41,13.0,7.48846821096792,25.65561,-100.22113,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.062191164237123
129,302,1,CD,Base,130.0,13.0,13.0,25.67635,-100.26692,Hogar Reunión,UT_TRAFICO_PEATONAL,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.6927948492063494
130,633,1,C,Hogar,103.05,12.0,8.396500406079744,25.72512,-100.18482,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,1.9739204120505347
131,616,1,C,Hogar,96.93,12.0,8.114412168403321,25.70758,-100.16037,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.4670381671525752
132,306,1,C,Base,182.0,13.0,4.0,25.67946,-100.2584,Oficinistas,UT_DENSIDAD,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.702780904761905
133,307,1,C,Hogar,114.0,13.0,9.0,25.66859,-100.26665,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.5342369893100103
134,593,1,C,Hogar,111.14,13.0,8.628344373996995,25.74583,-100.16589,Hogar Reunión,UT_DENSIDAD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7809923158406218
135,509,1,C,Base,115.72,13.0,7.0,25.66655,-100.21398,Hogar Reunión,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.4911488105158732
