,TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,Abarrotes,Bares y Cervezas,Farmacias,OXXO,Otros,Supers,Escuelas,Salud,Gimnasios,Cafeterías,Seven-Eleven,Museos,Cines,Moteles,CVE_AGEB,P_18A24,PROM_HNV,VIVPAR_UT,PSINDER,VIVTOT,TOTHOG,PDER_SS,GRAPROES,POBTOT,P_60YMAS,P_18YMAS,PORCENTAJE_CUMPLIMIENTO
17,716,1,C,Hogar,121.21,13.0,9.092499366382874,25.7105,-100.21547,Hogar Reunión,UT_DENSIDAD,14.0,1.0,2.0,2.0,5.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0124,544.0,82.3,12.0,970.0,1906.0,1669.0,4354.0,9.362291667,5330.0,1498.0,4379.0,2.468726895043732
18,722,1,C,Base,118.3,13.0,8.958369174938692,25.69569,-100.24609,Oficinistas,UT_TRAFICO_VEHICULAR,9.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,5.0,5.0,0.0,0.0,1.0,0.0,0196,286.0,42.0,9.0,401.0,1188.0,1051.0,2707.0,11.82269231,3114.0,969.0,2637.0,2.4631372480158733
19,726,1,C,Hogar,113.96,13.0,8.758326209004759,25.72278,-100.15421,Hogar Reunión,UT_DENSIDAD,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2429,452.0,51.43,7.0,909.0,2154.0,1872.0,5640.0,12.04864865,6566.0,170.0,4044.0,2.0894998620019427
20,135,1,BC,Hogar,124.5,12.0,7.0,25.69272,-100.25433,Clásico,UT_DENSIDAD,4.0,1.0,5.0,4.0,6.0,1.0,10.0,10.0,2.0,11.0,1.0,0.0,0.0,0.0,0162,329.0,53.99,9.0,464.0,1354.0,1144.0,2782.0,12.8325,3248.0,946.0,2780.0,3.769076990281828
21,663,1,C,Base,115.76,13.0,8.841293337733118,25.71882,-100.16863,Hogar Reunión,UT_TRAFICO_VEHICULAR,11.0,3.0,2.0,3.0,0.0,2.0,0.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,1543,1118.0,49.64,70.0,1086.0,2522.0,2150.0,6762.0,9.737435897,7852.0,236.0,5420.0,0.94627483234127
22,639,1,C,Hogar,113.85,13.0,8.75325599558247,25.71143,-100.15224,Hogar Reunión,UT_DENSIDAD,31.0,5.0,2.0,5.0,4.0,2.0,1.0,1.0,3.0,10.0,1.0,0.0,0.0,0.0,2039,640.0,27.58,3.0,830.0,1598.0,1452.0,4528.0,8.831,5368.0,177.0,3410.0,2.296437417881438
23,642,1,C,Receso,88.39,13.0,7.579732052569115,25.70438,-100.22197,Oficinistas,UT_TRAFICO_PEATONAL,5.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,011A,628.0,71.33,26.0,822.0,2218.0,1986.0,5374.0,9.517173913,6230.0,1632.0,5002.0,1.1838724612403102
24,299,1,C,Hogar,94.0,10.0,9.0,25.68426,-100.21374,Hogar Reunión,UT_TRAFICO_VEHICULAR,28.0,13.0,4.0,3.0,7.0,3.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0389,740.0,87.9,28.0,1378.0,2248.0,1998.0,5590.0,9.237435897,6970.0,1618.0,5598.0,1.835189635568513
25,298,1,C,Peatonal,103.3,13.0,5.0,25.67933,-100.24593,Oficinistas,UT_TRAFICO_PEATONAL,14.0,4.0,3.0,4.0,3.0,4.0,4.0,7.0,3.0,4.0,1.0,0.0,0.0,0.0,1419,651.0,71.01,27.0,974.0,1900.0,1728.0,4688.0,12.10666667,5666.0,1456.0,4674.0,2.243414842403628
26,644,1,C,Base,105.69,13.0,8.37713834534724,25.7036,-100.15854,Hogar Reunión,UT_TRAFICO_PEATONAL,5.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,2883,319.0,62.36,22.0,491.0,2738.0,1809.0,4875.0,10.98746667,5386.0,97.0,3794.0,1.2811556081349205
27,296,1,C,Hogar,86.0,13.0,5.0,25.66105,-100.25257,Clásico,UT_GAS_URBANA,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1758,550.0,29.69,24.0,722.0,1398.0,1260.0,3476.0,12.89904762,4210.0,816.0,3510.0,2.6985096384839653
28,652,1,C,Base,113.23,14.0,8.583631246153049,25.65635,-100.26234,Clásico,UT_TRAFICO_VEHICULAR,1.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,6.0,3.0,1.0,0.0,0.0,0.0,2012,457.0,49.89,4.0,523.0,1452.0,1322.0,3914.0,12.978,4454.0,1200.0,3720.0,1.6279820744047615
29,653,1,C,Hogar,112.09,13.0,8.672132580825853,25.69885,-100.12075,Clásico,UT_DENSIDAD,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3041,148.0,17.5,73.0,208.0,796.0,532.0,1482.0,12.7525,1692.0,35.0,1152.0,1.5088354776482025
30,292,1,C,Hogar,114.0,13.0,11.0,25.72188,-100.20232,Hogar Reunión,UT_GAS_URBANA,12.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0961,450.0,17.7,14.0,408.0,930.0,852.0,2298.0,10.11,2706.0,300.0,2172.0,2.867922341107872
31,291,1,C,Hogar,108.91,13.0,10.0,25.68419,-100.24388,Hogar Reunión,UT_DENSIDAD,9.0,1.0,3.0,3.0,3.0,2.0,4.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,0321,1044.0,82.36,83.0,1817.0,3718.0,3270.0,8494.0,11.1575,10318.0,2966.0,8566.0,2.7301387755102047
32,731,1,C,Base,117.97,15.0,8.661064168936964,25.67493,-100.20706,Hogar Reunión,UT_GAS_URBANA,15.0,7.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2239,630.0,66.59,7.0,1062.0,1638.0,1467.0,4255.0,9.015333333,5328.0,971.0,4054.0,1.7193928373015874
33,289,1,C,Hogar,114.04,13.0,9.0,25.70314,-100.23122,Hogar Reunión,UT_GAS_URBANA,2.0,0.0,3.0,2.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1870,632.0,48.47,41.0,949.0,2782.0,2369.0,5581.0,13.365625,6542.0,1536.0,5535.0,1.4678792419825075
34,288,1,D,Base,104.0,13.0,11.0,25.67442,-100.20493,Hogar Reunión,UT_TRAFICO_VEHICULAR,21.0,6.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1461,655.0,84.15,46.0,1070.0,2122.0,1872.0,5380.0,8.832142857,6454.0,1366.0,4988.0,1.7709740843253967
35,667,1,C,Hogar,122.19,13.0,9.137670358690537,25.73719,-100.15527,Hogar Reunión,UT_DENSIDAD,11.0,5.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1632,1698.0,63.78,25.0,1666.0,3510.0,3114.0,10134.0,9.806956522,11862.0,303.0,7742.0,2.053706633624879
36,668,1,C,Hogar,93.08,13.0,7.795907515755786,25.72812,-100.18563,Hogar Reunión,UT_DENSIDAD,38.0,9.0,2.0,3.0,9.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1279,1012.0,77.58,3.0,2176.0,2258.0,2172.0,6466.0,8.288571429,8648.0,1461.0,6334.0,2.1232920573372205
37,285,1,A,Hogar,130.46,13.0,7.0,25.64192,-100.26826,Clásico,UT_DENSIDAD,5.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2084,286.0,44.14,5.0,253.0,1032.0,974.0,2644.0,10.19028571,2922.0,1032.0,2552.0,4.357422850340137
38,671,1,C,Base,114.21,13.0,8.769849421328141,25.67863,-100.26725,Hogar Reunión,UT_TRAFICO_VEHICULAR,12.0,8.0,3.0,4.0,6.0,0.0,0.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0285,641.0,78.86,19.0,1036.0,2084.0,1820.0,4641.0,10.06589744,5688.0,1224.0,4614.0,2.281534358134921
39,674,1,C,Hogar,114.34,13.0,8.775841491736301,25.69528,-100.20643,Hogar Reunión,UT_DENSIDAD,43.0,15.0,1.0,3.0,9.0,3.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0251,1341.0,136.11,34.0,2939.0,3294.0,3014.0,9183.0,7.855263158,12144.0,1985.0,8745.0,2.0497962857142857
40,281,1,BC,Hogar,121.54,13.0,8.0,25.69659,-100.25507,Hogar Reunión,UT_DENSIDAD,10.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0162,329.0,53.99,9.0,464.0,1354.0,1144.0,2782.0,12.8325,3248.0,946.0,2780.0,3.7396739591836736
41,677,1,C,Hogar,110.81,13.0,8.613133733730129,25.68325,-100.23067,Parada Técnica,UT_DENSIDAD,17.0,13.0,2.0,3.0,3.0,1.0,0.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,0340,894.0,141.32,27.0,1736.0,3298.0,2966.0,8280.0,9.893823529,10018.0,2900.0,8130.0,1.1658728309037902
42,834,1,C,Hogar,101.33,13.0,8.176173522427435,25.70647,-100.22508,Hogar Reunión,UT_DENSIDAD,5.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,6.0,1.0,0.0,0.0,0.0,1870,632.0,48.47,41.0,949.0,2782.0,2369.0,5581.0,13.365625,6542.0,1536.0,5535.0,1.2500607159863946
43,792,1,C,Peatonal,87.25,9.357178050838671,6.728677801246499,25.67762,-100.25978,Oficinistas,UT_TRAFICO_PEATONAL,11.0,12.0,7.0,5.0,10.0,0.0,6.0,14.0,1.0,8.0,1.0,1.0,0.0,0.0,029A,415.0,75.32,27.0,610.0,1500.0,1258.0,2981.0,10.98086957,3618.0,909.0,3021.0,1.6681946428571428
44,164,1,CD,Base,18.72,12.0,9.0,25.73369,-100.19908,Hogar Reunión,UT_GAS_URBANA,15.0,13.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0278,81.0,10.32,0.0,166.0,298.0,273.0,804.0,9.615,972.0,33.0,642.0,2.213719305555556
45,231,1,CD,Hogar,116.5,13.0,9.0,25.70295,-100.25852,Hogar Reunión,UT_GAS_URBANA,12.0,12.0,2.0,3.0,2.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,1885,330.0,50.09,7.0,623.0,1366.0,1236.0,3249.0,10.05741935,3888.0,989.0,3189.0,2.375717223517979
46,823,1,C,Hogar,108.66,11.43970905794819,8.300448554669824,25.66404,-100.23363,Hogar Reunión,UT_DENSIDAD,24.0,5.0,3.0,2.0,1.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1546,750.0,75.85,5.0,1043.0,2422.0,2226.0,6376.0,10.00368421,7430.0,1740.0,6064.0,1.5155212911564626
47,824,1,C,Hogar,97.92,10.395039136586387,7.51199372553547,25.7371,-100.16613,Hogar Reunión,UT_DENSIDAD,19.0,10.0,4.0,3.0,1.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,030A,1128.0,84.48,51.0,1230.0,2610.0,2222.0,6990.0,8.826842105,8268.0,320.0,5468.0,1.1691956577708007
48,182,1,BC,Hogar,111.9,13.0,5.0,25.68312,-100.2139,Hogar Reunión,UT_DENSIDAD,24.0,11.0,4.0,3.0,4.0,3.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1391,757.0,83.63,13.0,1250.0,2380.0,2190.0,6242.0,8.185952381,7494.0,2072.0,5756.0,3.2122757764820213
49,223,1,BC,Hogar,128.96,12.0,9.0,25.66976,-100.23605,Hogar Reunión,UT_GAS_URBANA,20.0,7.0,4.0,6.0,3.0,3.0,0.0,2.0,4.0,5.0,2.0,0.0,0.0,0.0,2506,404.0,48.18,0.0,568.0,1112.0,1062.0,3176.0,9.431923077,3750.0,894.0,2988.0,2.818695293488824
50,828,1,C,Hogar,117.39685887587756,12.0,9.05778801,25.6678,-100.2209,Hogar Reunión,UT_DENSIDAD,37.0,8.0,5.0,3.0,8.0,3.0,4.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0603,355.0,50.92,14.0,724.0,1050.0,892.0,2536.0,9.344782609,3264.0,690.0,2586.0,1.0795103653061224
51,832,1,C,Hogar,66.04,7.2941008597694115,5.171589633095695,25.66925,-100.237,Hogar Reunión,UT_DENSIDAD,19.0,6.0,4.0,6.0,4.0,2.0,0.0,2.0,4.0,5.0,2.0,0.0,0.0,0.0,1531,784.0,93.9,16.0,1086.0,2350.0,2164.0,6096.0,11.2738,7188.0,1629.0,5716.0,1.0120831897959184
52,245,1,D,Hogar,116.0,10.0,8.0,25.73065,-100.18657,Hogar Reunión,UT_DENSIDAD,23.0,6.0,3.0,4.0,6.0,2.0,4.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,1492,496.0,32.29,53.0,525.0,1158.0,960.0,2922.0,10.37875,3450.0,147.0,2404.0,1.880231619047619
53,188,1,BC,Receso,95.3,13.0,7.0,25.68763,-100.24615,Parada Técnica,UT_GAS_URBANA,4.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0321,1044.0,82.36,83.0,1817.0,3718.0,3270.0,8494.0,11.1575,10318.0,2966.0,8566.0,1.5289610299003324
54,191,1,CD,Receso,131.5,11.0,9.848889151348194,25.69273,-100.24576,Clásico,UT_GAS_URBANA,7.0,2.0,3.0,2.0,1.0,2.0,5.0,1.0,4.0,6.0,1.0,0.0,1.0,0.0,0196,286.0,42.0,9.0,401.0,1188.0,1051.0,2707.0,11.82269231,3114.0,969.0,2637.0,0.906468900885936
55,847,1,C,Hogar,100.4,13.0,8.133307172584448,25.71567,-100.1601,Hogar Reunión,UT_GAS_URBANA,13.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2734,104.0,21.8,0.0,207.0,632.0,580.0,1712.0,13.62411765,1922.0,37.0,1226.0,0.5108959981447124
56,193,1,CD,Hogar,95.54,10.0,9.0,25.73871,-100.18913,Hogar Reunión,UT_DENSIDAD,41.0,5.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,226A,1514.0,59.44,51.0,1431.0,3060.0,2566.0,7622.0,10.08954545,9056.0,644.0,6840.0,2.0851453104956272
57,212,1,CD,Base,134.24,12.0,10.0,25.69344,-100.1831,Parada Técnica,UT_CARRETERA_GAS,27.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1067,1098.0,77.32,4.0,1976.0,2778.0,2498.0,6512.0,8.602553191,8504.0,895.0,6368.0,3.699666742063491
58,211,1,C,Hogar,127.62,12.0,11.0,25.74447,-100.17476,Hogar Reunión,UT_DENSIDAD,11.0,4.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,144A,1522.0,84.19,24.0,1666.0,4016.0,3428.0,10795.0,9.956333333,12478.0,627.0,8467.0,2.6340609893100093
59,199,1,CD,Base,113.0,11.0,11.0,25.72332,-100.19058,Hogar Reunión,UT_TRAFICO_VEHICULAR,23.0,16.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,1832,981.0,62.07,24.0,1062.0,2386.0,2154.0,6458.0,9.938461538,7528.0,770.0,5590.0,1.484155773809524
60,873,1,C,Receso,58.12,6.523729744575231,4.59015925630388,25.69741,-100.13975,Parada Técnica,UT_TRAFICO_VEHICULAR,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3553557751937984
61,254,1,C,Hogar,113.0,12.0,7.0,25.66872,-100.2344,Hogar Reunión,UT_GAS_URBANA,18.0,4.0,4.0,4.0,2.0,3.0,0.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,1531,784.0,93.9,16.0,1086.0,2350.0,2164.0,6096.0,11.2738,7188.0,1629.0,5716.0,1.9875545898931
62,735,1,C,Hogar,83.57,12.0,7.498611701841717,25.71611,-100.18296,Hogar Reunión,UT_DENSIDAD,22.0,5.0,2.0,2.0,9.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0348,1889.0,133.34,27.0,2119.0,4988.0,4494.0,13622.0,10.59241379,15754.0,1189.0,11224.0,2.642277840621963
63,746,1,C,Hogar,104.1,15.0,8.021756349235657,25.6867,-100.19352,Hogar Reunión,UT_DENSIDAD,17.0,6.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1955,896.0,65.45,22.0,1491.0,2280.0,1928.0,5652.0,8.745531915,7164.0,421.0,4909.0,1.383196628765792
64,141,1,BC,Hogar,98.5,11.0,6.0,25.68098,-100.23912,Hogar Reunión,UT_DENSIDAD,6.0,8.0,3.0,3.0,3.0,1.0,2.0,5.0,2.0,7.0,1.0,0.0,0.0,0.0,0478,772.0,55.92,19.0,1418.0,2408.0,2100.0,5484.0,9.530645161,6902.0,1372.0,5510.0,2.72193533819242
65,259,1,C,Base,99.08,10.0,8.49560616011928,25.67765,-100.2596,Oficinistas,UT_TRAFICO_PEATONAL,13.0,13.0,7.0,5.0,10.0,0.0,6.0,13.0,0.0,8.0,1.0,1.0,0.0,0.0,029A,415.0,75.32,27.0,610.0,1500.0,1258.0,2981.0,10.98086957,3618.0,909.0,3021.0,1.3285285426587303
66,753,1,C,Hogar,103.64,14.0,8.141600821428066,25.72788,-100.18008,Hogar Reunión,UT_DENSIDAD,49.0,8.0,1.0,2.0,12.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0035,407.0,90.47,49.0,787.0,1034.0,854.0,2398.0,8.429736842,3194.0,568.0,2410.0,1.5186345034013602
67,754,1,C,Hogar,119.75,15.0,8.743109440679453,25.71732,-100.19217,Hogar Reunión,UT_DENSIDAD,19.0,5.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,246A,1366.0,54.2,11.0,1594.0,2708.0,2512.0,7494.0,9.851621622,9092.0,612.0,6796.0,1.6679649883381924
68,145,1,BC,Hogar,112.5,13.0,6.0,25.66404,-100.21449,Hogar Reunión,UT_DENSIDAD,24.0,8.0,2.0,4.0,4.0,1.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,2.0,157A,517.0,66.57,13.0,1132.0,1342.0,1188.0,3188.0,8.58,4322.0,888.0,3454.0,2.171825851311953
69,765,1,C,Hogar,94.42,13.0,7.85767193380912,25.69325,-100.23738,Oficinistas,UT_DENSIDAD,4.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,132A,592.0,39.69,156.0,745.0,2464.0,1948.0,4660.0,10.80885714,5426.0,973.0,4525.0,3.3975797988338194
70,766,1,C,Base,118.52,15.0,8.686415236048406,25.72372,-100.14054,Hogar Reunión,UT_TRAFICO_VEHICULAR,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,016A,16.0,3.27,8.0,7.0,444.0,65.0,199.0,9.9725,210.0,0.0,137.0,2.1055215109126983
71,395,1,C,Hogar,79.55,10.0,4.0,25.67661,-100.24879,Hogar Reunión,UT_DENSIDAD,19.0,9.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,0317,925.0,77.6,52.0,1923.0,2654.0,2346.0,6240.0,9.124146341,8168.0,1802.0,6424.0,2.4206937657920307
72,253,1,C,Hogar,117.0,12.0,11.0,25.72968,-100.17269,Hogar Reunión,UT_DENSIDAD,42.0,11.0,3.0,3.0,6.0,1.0,0.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,0780,1068.0,68.66,19.0,1458.0,2176.0,1980.0,6048.0,8.34025,7510.0,763.0,5476.0,1.8319468824101075
73,769,1,C,Base,108.8,15.0,8.238392740915264,25.69461,-100.17078,Oficinistas,UT_TRAFICO_VEHICULAR,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1264,458.0,38.28,8.0,589.0,1064.0,947.0,2813.0,5.800666667,3416.0,309.0,2532.0,2.114249921626984
