TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET
617,4,C,Hogar,135.8594878506717,12,9.908783184978764,25.65422,-100.07998,Barrio Competido,UT_DENSIDAD,TRAIN
871,5,C,Hogar,98.38424189597805,10,8.463536686685844,25.79852,-100.22754,Hogar Reunión,UT_DENSIDAD,TRAIN
872,5,C,Hogar,102.54803948424784,13,8.232316432808446,25.76884,-100.15083,Hogar Reunión,UT_DENSIDAD,TRAIN
821,5,C,Hogar,112.92382073366363,13,8.710565754240434,25.78159,-100.24528,Hogar Reunión,UT_DENSIDAD,TRAIN
831,5,B,Hogar,111.35415228847718,10,9.061356811757936,25.80079,-100.19156,Hogar Reunión,UT_DENSIDAD,TRAIN
833,5,C,Hogar,130.65491192124875,12,9.668889451027121,25.8173,-100.234,Hogar Reunión,UT_DENSIDAD,TRAIN
836,5,C,Hogar,102.66375966678528,13,8.237650305742363,25.796,-100.2677,Hogar Reunión,UT_DENSIDAD,TRAIN
849,5,C,Hogar,104.87913524697697,12,8.480810461356144,25.85841,-99.94211,Barrio Competido,UT_DENSIDAD,TRAIN
857,5,C,Hogar,133.77381014444296,13,9.671601174,0,0,Hogar Reunión,UT_DENSIDAD,TRAIN
662,6,C,Receso,75.58167945151942,15,6.707265698089875,25.45501,-100.15735,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
623,6,C,Hogar,109.84056616522699,13,8.568449766083887,25.58972,-99.98302,Hogar Reunión,UT_DENSIDAD,TRAIN
659,6,C,Base,108.03558882191922,13,8.485253217,25.191,-99.82865,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
626,6,C,Hogar,133.09750733959407,11,9.922522816,25.58631,-100.00492,Hogar Reunión,UT_DENSIDAD,TRAIN
622,6,C,Base,114.56009481985288,13,8.785986289,25.58502,-99.99391,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
621,6,C,Base,141.29972607725165,6,11.005822362882022,25.58565,-100.03457,Hogar Reunión,UT_DENSIDAD,TRAIN
719,6,C,Hogar,110.51766176885559,13,8.599659031699254,25.58241,-100.02211,Hogar Reunión,UT_DENSIDAD,TRAIN
699,6,C,Hogar,97.88366997833691,12,8.158369534990573,25.57064,-100.02873,Hogar Reunión,UT_DENSIDAD,TRAIN
654,6,C,Base,123.38592664195043,13,9.192794025164083,25.18499,-99.8407,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
648,6,C,Base,132.47798903479892,12,9.75292027,25.28052,-100.01043,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
627,6,C,Hogar,132.36243929220225,10,10.029688618535928,25.37624,-100.11082,Hogar Reunión,UT_DENSIDAD,TRAIN
618,6,C,Base,114.73815703561283,13,8.794193683973965,25.56061,-100.00581,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
615,6,C,Base,150.7551881,14,10.313274084091812,25.19016,-99.83539,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
605,6,C,Base,95.91462541083317,13,7.926563477620942,25.28028,-99.97056,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
686,6,C,Hogar,135.1758062727235,10,10.159364718776496,25.54298,-99.84019,Hogar Reunión,UT_DENSIDAD,TRAIN
852,6,C,Hogar,89.17326245943718,13,7.615834851069238,25.60786,-100.05789,Hogar Reunión,UT_DENSIDAD,TRAIN
838,6,C,Base,100.20197421589764,12,8.265226783,24.86658,-99.57686,Parada Técnica,UT_CARRETERA_GAS,TRAIN
843,6,C,Base,105.75023372747074,7,9.226197786674527,25.29304,-100.01274,Parada Técnica,UT_CARRETERA_GAS,TRAIN
844,6,C,Hogar,98.98652583110807,13,8.068156120737413,25.6201,-100.0489,Hogar Reunión,UT_DENSIDAD,TRAIN
779,6,C,Base,101.61408068918128,12,8.330314793688505,25.7022,-99.22837,Barrio Competido,UT_TRAFICO_VEHICULAR,TRAIN
859,6,C,Hogar,105.1347589281506,12,8.492592885168339,25.61021,-100.06526,Hogar Reunión,UT_DENSIDAD,TRAIN
863,6,C,Hogar,115.2264425162362,12,8.957747335911991,25.18193,-99.85133,Clásico,UT_DENSIDAD,TRAIN
867,6,C,Base,131.5803798778412,13,9.570499723,24.86623,-99.5714,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
801,6,C,Base,113.3291931669043,13,8.729250525,25.58436,-100.02436,Barrio Competido,UT_DENSIDAD,TRAIN
814,6,C,Receso,146.15435219744342,10,10.665397181546744,25.1249,-99.81162,Parada Técnica,UT_CARRETERA_GAS,TRAIN
818,6,C,Receso,114.02425951051822,12,8.902335295806186,25.56875,-99.9824,,UT_CARRETERA_GAS,TRAIN
869,6,C,Hogar,79.46372088508667,12,7.309341597440836,25.16495,-99.84036,Hogar Reunión,UT_DENSIDAD,TRAIN
826,6,C,Base,133.6556535500057,13,9.666154999822815,25.58719,-100.0281,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
786,6,C,Hogar,111.02050383180392,14,8.481789272,25.2829,-100.0032,,UT_DENSIDAD,TRAIN
785,6,C,Peatonal,117.88460872772126,12,9.080269790495134,25.26151,-99.67147,Parada Técnica,UT_GAS_URBANA,TRAIN
784,6,C,Hogar,119.45120734543697,12,9.152478784,25.2894,-100.03434,Hogar Reunión,UT_GAS_URBANA,TRAIN
721,6,C,Hogar,67.73081031103261,13,6.627491135709029,25.36299,-99.98668,Parada Técnica,UT_DENSIDAD,TRAIN
744,6,C,Receso,66.26516234388097,13,6.559935244841736,25.60719,-100.04114,Parada Técnica,UT_CARRETERA_GAS,TRAIN
737,6,C,Base,90.39769185322407,13,7.672272291,25.57386,-100.00367,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
734,6,C,Receso,78.37455589248393,13,7.118091696713575,25.5415,-100.00833,Parada Técnica,UT_CARRETERA_GAS,TRAIN
723,6,C,Hogar,135.8627194640009,12,9.908932139244921,25.37834,-100.11439,Hogar Reunión,UT_DENSIDAD,TRAIN
745,6,C,Base,117.08115238019539,10,9.325330563889555,25.69224,-99.62149,Oficinistas,UT_GAS_URBANA,TRAIN
718,6,C,Hogar,105.2954914852118,10,8.782095872,25.5967,-99.98241,Hogar Reunión,UT_DENSIDAD,TRAIN
715,6,C,Hogar,100.78867162382159,10,8.574363703768228,25.60082,-99.9882,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
713,6,C,Base,121.0099589159627,12,9.224326085711262,24.85807,-99.57523,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
708,6,C,Base,138.39312112978754,11,10.166612744745564,25.3947,-100.12973,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
768,6,C,Base,100.18362366204894,13,8.123333770648587,25.35691,-100.09469,,UT_TRAFICO_VEHICULAR,TRAIN
874,6,C,Base,88.54470040994539,13,7.5868626352503785,25.40397,-99.98722,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
764,6,C,Base,82.68541080793617,10,7.739932831260096,25.28191,-100.02697,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
761,6,B,Receso,77.01632418859944,12,7.196534110348159,25.487,-100.1833,,UT_CARRETERA_GAS,TRAIN
757,6,C,Receso,116.1197596945898,12,8.998922869985169,25.46719,-100.17342,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
748,6,C,Receso,99.27636631178926,12,8.222562877200048,25.27433,-100.01648,Parada Técnica,UT_CARRETERA_GAS,TRAIN
747,6,C,Receso,142.48571279990207,13,10.073157590081259,25.599,-99.68105,Parada Técnica,UT_CARRETERA_GAS,TRAIN
